,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
1050,1050,4,7,7,75.43,6.15,35.71,2,"Allan McGregor,Paul McShane,Michael Dawson,Curtis Davies,Ahmed Elmohamady,Andrew Robertson,Stephen Quinn,Jake Livermore,Tom Huddlestone,Nikica Jelavic,Tom Ince",1,1,33.33,9,32,6.4,3,3,5,42.79,7,0,3,94.44,3,8,1,2,2,62.5,"Brad Guzan,Alan Hutton,Ron Vlaar,Philippe Senderos,Aly Cissokho,Kieran Richardson,Ashley Westwood,Fabian Delph,Charles N'Zogbia,Andreas Weimann,Gabriel Agbonlahor",67.81,0,7,32,1,7,100,0,442,9,2,Mark Clattenburg,1,45.95,8,0,Steve Bruce,18,3,2,0,2,10,5,73.53,Hull,10,2,5,3,352,0,0,4,11,62.17,6,7,Aston Villa,Paul Lambert,10,4,3,6.02,0,15,1,1,4,1,57.21,Villa Park,8,8,78.88,31-08-14,18,6.64,8,80.77,54.05,9,EPL
1051,1051,13,3,14,82.01,6.54,45.65,8,"Wojciech Szczesny,Mathieu Debuchy,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Alexis Sánchez,Santiago Cazorla,Aaron Ramsey,Mesut Özil,Yaya Sanogo",9,13,71.43,14,36,6.27,6,13,4,58.26,9,4,12,56.67,5,20,2,5,4,70,"Kasper Schmeichel,Ritchie de Laet,Wes Morgan,Liam Moore,Paul Konchesky,Riyad Mahrez,Dean Hammond,Andy King,Jeffrey Schlupp,Leonardo Ulloa,David Nugent",77.44,5,5,36,0,19,60,9,442,3,5,Anthony Taylor,6,35.96,20,1,Arsène Wenger,9,12,1,64.29,1,13,13,59.85,Arsenal,13,3,13,1,4141,2,5,2,9,62.46,6,10,Leicester City,Nigel Pearson,5,3,8,6.25,1,39,6,1,3,3,41.74,King Power Stadium,25,14,65.56,31-08-14,31,6.55,18,71.67,64.04,24,EPL
1032,1032,17,8,24,68.79,6.54,63.89,7,"Joe Hart,Pablo Zabaleta,Martín Demichelis,Vincent Kompany,Gaël Clichy,Fernandinho,Frank Lampard,Jesús Navas,David Silva,James Milner,Sergio Agüero",1,5,48.08,11,28,6.28,8,2,9,49.68,10,3,13,71.49,0,14,0,1,0,45.75,"Wojciech Szczesny,Mathieu Debuchy,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Alexis Sánchez,Jack Wilshere,Aaron Ramsey,Mesut Özil,Danny Welbeck",65.27,5,9,28,0,13,70,4,4141,6,10,Mark Clattenburg,11,46.71,14,1,Manuel Pellegrini,16,13,0,71.43,2,29,23,67.88,Manchester City,15,2,23,2,4231,1,5,9,15,69.19,4,3,Arsenal,Arsène Wenger,15,6,20,6.27,0,44,11,2,4,2,50.32,Emirates Stadium,20,26,70.06,13-09-14,60,6.65,45,70.27,53.29,15,EPL
1033,1033,16,9,10,75.3,6.38,64.44,11,"Lukasz Fabianski,Angel Rangel,Jordi Amat,Ashley Williams,Neil Taylor,Jonjo Shelvey,Ki Sung-yueng,Nathan Dyer,Gylfi Sigurdsson,Wayne Routledge,Bafétimbi Gomis",2,6,55.56,12,17,6.07,2,2,5,46.93,26,0,12,63.64,7,11,9,1,4,63.46,"Thibaut Courtois,Branislav Ivanovic,John Terry,Gary Cahill,César Azpilicueta,Nemanja Matic,Cesc Fàbregas,André Schürrle,Oscar,Eden Hazard,Diego Costa",71.38,7,4,17,1,10,54.55,4,4231,9,5,Kevin Friend,5,54.55,11,1,Garry Monk,13,12,1,66.67,4,13,20,50.67,Swansea City,8,0,20,3,4231,0,7,8,30,80.07,4,4,Chelsea,José Mourinho,11,9,9,6.33,0,29,5,2,7,0,53.07,Stamford Bridge,19,11,71.61,13-09-14,38,6.56,30,60.61,45.45,12,EPL
1034,1034,15,10,15,60.32,6.35,50,6,"Tom Heaton,Kieran Trippier,Jason Shackell,Michael Duff,Ben Mee,Scott Arfield,David Jones,Dean Marney,George Boyd,Lukas Jutkiewicz,Danny Ings",3,4,64.29,12,49,6.35,3,4,4,50.73,13,0,6,55.56,5,22,3,3,3,59.38,"Julian Speroni,Adrian Mariappa,Damien Delaney,Scott Dann,Joel Ward,Jason Puncheon,Mile Jedinak,James McArthur,Wilfried Zaha,Fraizer Campbell,Dwight Gayle",66.74,2,3,49,2,8,93.06,4,4411,6,9,Mike Dean,5,46.69,22,0,Sean Dyche,12,6,0,30,0,11,10,52.63,Burnley,5,1,10,3,442,1,2,4,16,63.07,5,6,Crystal Palace,Neil Warnock,11,3,8,6.2,0,27,5,0,9,0,49.27,Selhurst Park,12,14,64.61,13-09-14,22,6.56,17,82.58,53.31,11,EPL
1035,1035,21,4,15,80.99,5.92,35.71,11,"Tim Krul,Daryl Janmaat,Fabricio Coloccini,Mike Williamson,Massadio Haidara,Vurnon Anita,Jack Colback,Rémy Cabella,Moussa Sissoko,Yoan Gouffran,Emmanuel Rivière",1,3,0,16,22,6.62,4,2,7,52.32,8,2,8,100,5,16,0,2,3,42.86,"Fraser Forster,Nathaniel Clyne,Toby Alderweireld,Jose Fonte,Ryan Bertrand,Morgan Schneiderlin,Jack Cork,Steven Davis,Shane Long,Graziano Pellè,Dusan Tadic",75.03,4,4,22,0,6,77.78,2,433,8,10,Chris Foy,0,47.28,16,0,Alan Pardew,16,8,2,36.36,4,5,3,84.38,Newcastle United,10,0,3,3,4231,0,4,4,10,70.09,6,5,Southampton,Ronald Koeman,7,7,1,5.91,2,37,0,0,3,3,47.68,St. Mary's Stadium,22,18,65.28,13-09-14,17,6.9,7,75.81,52.72,9,EPL
1036,1036,7,12,9,51.82,6.45,60.61,3,"Ben Hamer,Ritchie de Laet,Wes Morgan,Liam Moore,Paul Konchesky,Riyad Mahrez,Dean Hammond,Andy King,Jeffrey Schlupp,Leonardo Ulloa,David Nugent",0,1,60.61,9,84,6.32,1,2,3,37.44,20,0,9,63.33,16,44,9,0,4,54.17,"Asmir Begovic,Phil Bardsley,Marc Wilson,Ryan Shawcross,Erik Pieters,Steven N'Zonzi,Glenn Whelan,Jonathan Walters,Bojan,Victor Moses,Peter Crouch",50.54,1,7,84,2,8,85.71,1,4231,5,4,Michael Oliver,9,62.9,44,0,Nigel Pearson,12,9,0,33.33,0,21,11,72.22,Leicester City,14,0,11,2,442,0,1,8,27,68.6,3,3,Stoke City,Mark Hughes,15,6,14,6.16,0,23,9,1,8,0,62.56,Britannia Stadium,14,13,72.13,13-09-14,33,6.56,19,66.67,37.1,8,EPL
1037,1037,27,3,24,78.77,6.71,76.32,12,"Hugo Lloris,Eric Dier,Younes Kaboul,Vlad Chiriches,Danny Rose,Mousa Dembélé,Etienne Capoue,Erik Lamela,Christian Eriksen,Nacer Chadli,Emmanuel Adebayor",4,11,61.11,16,19,6.41,6,6,9,68.61,7,5,17,72.22,6,12,3,4,1,53.12,"Vito Mannone,Santiago Vergini,John O'Shea,Wes Brown,Patrick van Aanholt,Lee Cattermole,Ricardo Álvarez,Sebastian Larsson,Jack Rodwell,Adam Johnson,Connor Wickham",82.27,9,11,19,1,13,65.83,10,4141,8,15,Craig Pawson,7,44.33,12,1,Mauricio Pochettino,19,17,1,77.27,2,22,11,75.76,Tottenham Hotspur,22,1,11,1,4231,1,9,7,7,73.84,6,5,Sunderland,Gus Poyet,14,1,11,6.42,0,46,7,2,3,1,31.39,Stadium of Light,22,13,65.85,13-09-14,41,6.51,19,64.71,55.67,16,EPL
1038,1038,13,7,14,72.88,6.67,65.62,9,"Tim Howard,Seamus Coleman,Phil Jagielka,John Stones,Leighton Baines,James McCarthy,Gareth Barry,Aiden McGeady,Steven Naismith,Kevin Mirallas,Romelu Lukaku",1,4,100,12,36,5.96,5,1,12,53.19,8,1,11,91.67,9,19,7,0,5,80,"Ben Foster,Andre Wisdom,Jonas Olsson,Craig Dawson,Sébastien Pocognoli,Graham Dorrans,Craig Gardner,James Morrison,Chris Brunt,Brown Ideye,Saido Berahino",67.45,3,6,36,5,10,77.27,3,442,2,4,Anthony Taylor,1,48.41,19,1,Roberto Martinez,9,11,0,31.25,0,7,4,83.33,Everton,13,3,4,0,4231,2,3,4,13,70.52,6,1,West Bromwich Albion,Alan Irvine,10,3,1,6.39,1,31,1,2,3,1,46.81,The Hawthorns,17,19,69.83,13-09-14,18,6.08,5,63.46,51.59,12,EPL
1039,1039,6,6,7,47.87,6.46,16.67,4,"Brad Guzan,Alan Hutton,Philippe Senderos,Nathan Baker,Aly Cissokho,Tom Cleverley,Ashley Westwood,Fabian Delph,Gabriel Agbonlahor,Andreas Weimann,Kieran Richardson",1,5,0,9,34,6.08,1,1,5,37.12,14,1,1,100,7,12,7,6,2,21.43,"Simon Mignolet,Javier Manquillo,Dejan Lovren,Mamadou Sakho,Alberto Moreno,Jordan Henderson,Steven Gerrard,Lazar Markovic,Philippe Coutinho,Adam Lallana,Mario Balotelli",56.83,1,3,34,2,3,83.33,3,4231,10,2,Lee Mason,0,67.26,12,1,Paul Lambert,16,1,0,25,0,6,2,88.46,Aston Villa,7,1,2,1,433,0,1,4,18,84.72,5,6,Liverpool,Brendan Rodgers,10,1,3,6.29,1,13,0,1,6,3,62.88,Anfield,6,8,85.43,13-09-14,15,6.22,8,92.31,32.74,5,EPL
1040,1040,12,7,9,64.63,6.04,42.86,8,"Robert Green,Mauricio Isla,Steven Caulker,Rio Ferdinand,Clint Hill,Junior Hoilett,Sandro,Leroy Fer,Niko Kranjcar,Matthew Phillips,Charlie Austin",0,1,83.33,11,21,6.34,2,3,6,34.45,16,1,7,64.29,3,13,2,0,2,64.29,"David de Gea,Rafael,Tyler Blackett,Jonny Evans,Marcos Rojo,Daley Blind,Ángel Di María,Ander Herrera,Juan Mata,Robin van Persie,Wayne Rooney",62.01,4,4,21,2,8,70,1,41212,13,4,Phil Dowd,3,65.15,13,0,Harry Redknapp,19,7,3,50,4,8,6,70,QPR,8,2,6,3,4411,1,4,3,18,86.16,7,1,Manchester United,Louis Van Gaal,8,9,4,6.08,0,25,3,0,6,0,65.55,Old Trafford,16,14,83.56,14-09-14,17,6.83,9,73.81,34.85,9,EPL
1020,1020,25,4,18,74.15,6.4,43.18,17,"Adrián,Guy Demel,Winston Reid,James Tomkins,Aaron Cresswell,Mark Noble,Cheikhou Kouyaté,Stewart Downing,Mauro Zárate,Enner Valencia,Diafra Sakho",5,8,37.5,12,35,6.32,5,8,18,55.48,7,0,16,78.57,3,18,1,5,0,66.67,"Allan McGregor,Ahmed Elmohamady,Michael Dawson,Curtis Davies,Andrew Robertson,Jake Livermore,Mohamed Diamé,Tom Huddlestone,Stephen Quinn,Nikica Jelavic,Abel Hernández",72.7,10,4,35,0,16,71.05,7,442,3,8,Martin Atkinson,2,40.79,18,0,Sam Allardyce,7,16,1,45.83,2,9,8,69.44,West Ham United,12,1,8,2,41212,0,10,4,11,67.21,4,10,Hull,Steve Bruce,7,6,5,6.18,1,50,2,2,4,1,44.52,The KC Stadium,32,29,70.38,15-09-14,24,6.66,12,74.07,59.21,17,EPL
1021,1021,15,8,11,64.83,6.71,41.67,8,"Asmir Begovic,Phil Bardsley,Marc Wilson,Ryan Shawcross,Erik Pieters,Steven N'Zonzi,Glenn Whelan,Mame Biram Diouf,Charlie Adam,Victor Moses,Peter Crouch",0,3,41.67,6,46,6.15,4,1,3,36.57,18,2,6,79.63,10,22,6,1,5,52.17,"Robert Green,Mauricio Isla,Steven Caulker,Rio Ferdinand,Armand Traore,Joey Barton,Leroy Fer,Jordon Mutch,Niko Kranjcar,Eduardo Vargas,Charlie Austin",63.75,4,12,46,2,7,70,3,41212,7,7,Martin Atkinson,7,56.61,22,1,Mark Hughes,12,6,1,50,2,26,15,70.1,Stoke City,18,1,15,2,4231,0,4,9,21,72.04,2,1,QPR,Harry Redknapp,15,5,14,6.44,0,25,7,2,7,0,63.43,Loftus Road Stadium,14,8,73.11,20-09-14,44,6.37,26,76.32,43.39,8,EPL
1022,1022,5,5,4,75.42,6.33,50,2,"Fraser Forster,Nathaniel Clyne,Maya Yoshida,Jose Fonte,Ryan Bertrand,Morgan Schneiderlin,James Ward-Prowse,Jack Cork,Shane Long,Graziano Pellè,Dusan Tadic",0,1,38.89,11,23,6.25,4,2,11,41.46,4,1,2,74.07,2,11,1,1,1,41.67,"Lukasz Fabianski,Angel Rangel,Federico Fernández,Ashley Williams,Neil Taylor,Jonjo Shelvey,Ki Sung-yueng,Nathan Dyer,Gylfi Sigurdsson,Wayne Routledge,Wilfried Bony",65.99,0,3,23,1,10,100,1,4231,11,3,Jonathan Moss,3,44.5,11,0,Ronald Koeman,17,2,0,0,0,11,7,67.59,Southampton,5,2,7,2,433,0,0,9,5,68.44,7,4,Swansea City,Garry Monk,15,2,8,6.13,0,8,3,1,4,0,58.54,Liberty Stadium,4,16,82.61,20-09-14,23,6.41,18,75,55.5,11,EPL
1023,1023,9,12,8,59.17,6.66,33.33,5,"Allan McGregor,Ahmed Elmohamady,Michael Dawson,Curtis Davies,Andrew Robertson,Jake Livermore,Mohamed Diamé,Tom Huddlestone,Stephen Quinn,Nikica Jelavic,Abel Hernández",0,4,87.5,11,53,6.3,3,2,6,38.83,20,1,3,46.15,4,27,10,0,0,60,"Tim Krul,Daryl Janmaat,Fabricio Coloccini,Mike Williamson,Paul Dummett,Jack Colback,Cheick Tioté,Moussa Sissoko,Rémy Cabella,Yoan Gouffran,Emmanuel Rivière",60.8,2,6,53,4,8,71.43,4,4231,14,4,Neil Swarbrick,7,58.81,27,0,Steve Bruce,23,3,0,40,2,14,9,62.5,Hull,10,5,9,3,442,5,2,5,25,78.37,5,2,Newcastle United,Alan Pardew,11,7,8,6.28,0,17,7,2,10,1,61.17,St. James' Park,9,12,77.74,20-09-14,25,6.42,15,78.57,41.19,10,EPL
1024,1024,11,5,4,83.75,6.76,50,8,"Wojciech Szczesny,Calum Chambers,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Alex Oxlade-Chamberlain,Mesut Özil,Santiago Cazorla,Danny Welbeck",2,7,50,11,14,6.01,3,2,2,58.77,5,2,8,75,5,10,2,3,4,60,"Brad Guzan,Alan Hutton,Ciaran Clark,Philippe Senderos,Aly Cissokho,Andreas Weimann,Carlos Sánchez,Tom Cleverley,Fabian Delph,Kieran Richardson,Gabriel Agbonlahor",79.76,2,6,14,1,8,87.5,6,451,12,3,Mike Jones,2,33.6,10,3,Arsène Wenger,22,8,0,20,0,10,6,64.71,Arsenal,10,2,6,2,4231,1,2,5,6,58.02,5,5,Aston Villa,Paul Lambert,9,2,4,6.35,1,21,2,3,5,1,41.23,Villa Park,17,10,51.91,20-09-14,20,5.96,10,61.11,66.4,9,EPL
1025,1025,12,5,9,68.67,6.52,58.33,9,"Vito Mannone,Santiago Vergini,John O'Shea,Wes Brown,Patrick van Aanholt,Lee Cattermole,Sebastian Larsson,Emanuele Giaccherini,Jack Rodwell,Adam Johnson,Connor Wickham",0,4,80,14,41,6.26,6,2,8,56.99,16,3,11,62.5,5,23,2,0,1,77.78,"Tom Heaton,Kieran Trippier,Jason Shackell,Michael Duff,Ben Mee,Scott Arfield,David Jones,Dean Marney,George Boyd,Marvin Sordell,Lukas Jutkiewicz",69.76,5,6,41,0,11,60,3,442,5,3,Anthony Taylor,4,48.76,23,0,Gus Poyet,15,11,0,57.14,0,11,7,60,Sunderland,9,1,7,4,4141,1,5,7,16,62.85,7,1,Burnley,Sean Dyche,14,6,5,6.26,1,30,4,0,6,2,43.01,Turf Moor,21,13,61.16,20-09-14,18,6.48,9,63.19,51.24,14,EPL
1026,1026,7,8,13,77.82,6.3,66.67,2,"Simon Mignolet,Javier Manquillo,Dejan Lovren,Martin Skrtel,Alberto Moreno,Steven Gerrard,Lucas Leiva,Jordan Henderson,Raheem Sterling,Mario Balotelli,Fabio Borini",2,3,35.71,16,28,6.57,5,3,7,52.47,11,1,4,87.5,7,12,3,1,4,30,"Adrián,Guy Demel,Winston Reid,James Tomkins,Aaron Cresswell,Mark Noble,Alexandre Song,Cheikhou Kouyaté,Stewart Downing,Enner Valencia,Diafra Sakho",76.98,0,7,28,0,8,100,2,41212,6,5,Craig Pawson,3,42.04,12,1,Brendan Rodgers,12,4,2,0,3,15,4,88.46,Liverpool,10,0,4,6,41212,0,0,4,13,59.79,8,5,West Ham United,Sam Allardyce,11,7,8,6.04,0,19,3,1,7,1,47.53,Boleyn Ground,6,13,76.36,20-09-14,22,6.7,12,78.95,57.96,11,EPL
1027,1027,10,3,9,55.72,6.5,63.64,7,"Ben Foster,Andre Wisdom,Joleon Lescott,Craig Dawson,Sébastien Pocognoli,Craig Gardner,James Morrison,Graham Dorrans,Stéphane Sessegnon,Chris Brunt,Saido Berahino",2,5,72.73,12,24,6.26,4,2,9,39.56,7,1,8,52.38,9,11,2,5,3,71.88,"Hugo Lloris,Eric Dier,Younes Kaboul,Vlad Chiriches,Danny Rose,Mousa Dembélé,Etienne Capoue,Erik Lamela,Christian Eriksen,Nacer Chadli,Emmanuel Adebayor",59.02,3,7,24,1,7,70,4,4231,5,3,Kevin Friend,9,60.79,11,0,Alan Irvine,12,8,0,42.86,0,19,15,57.64,West Bromwich Albion,12,2,15,0,4231,2,3,2,7,73.93,6,7,Tottenham Hotspur,Mauricio Pochettino,7,1,12,6.25,0,21,9,1,3,0,60.44,White Hart Lane,12,18,81.05,21-09-14,32,6.43,20,63.16,39.21,10,EPL
1028,1028,10,3,10,78.8,6.65,57.14,7,"David de Gea,Rafael,Tyler Blackett,Jonny Evans,Marcos Rojo,Daley Blind,Ángel Di María,Ander Herrera,Wayne Rooney,Falcao,Robin van Persie",1,8,28.57,11,41,6.14,5,4,5,56.71,12,4,9,77.78,2,21,4,4,1,34.38,"Kasper Schmeichel,Ritchie de Laet,Wes Morgan,Liam Moore,Paul Konchesky,Esteban Cambiasso,Daniel Drinkwater,Dean Hammond,Leonardo Ulloa,David Nugent,Jamie Vardy",76.95,3,2,41,0,11,57.14,6,433,13,3,Mark Clattenburg,2,44.54,21,2,Louis Van Gaal,31,9,1,42.86,5,9,6,75,Manchester United,7,4,6,1,41212,2,3,4,15,67.01,8,4,Leicester City,Nigel Pearson,9,5,7,6.46,3,25,2,3,3,4,43.29,King Power Stadium,15,21,76.16,21-09-14,24,6.46,17,61.4,55.46,16,EPL
1029,1029,28,7,18,70.08,6.49,50,18,"Thibaut Courtois,Branislav Ivanovic,John Terry,Gary Cahill,César Azpilicueta,Nemanja Matic,Cesc Fàbregas,Ramires,Willian,Eden Hazard,Diego Costa",1,1,55,16,30,6.31,2,2,6,37.05,10,0,16,63.09,14,14,4,2,8,50,"Joe Hart,Pablo Zabaleta,Vincent Kompany,Eliaquim Mangala,Aleksandar Kolarov,James Milner,Fernandinho,Yaya Touré,David Silva,Sergio Agüero,Edin Dzeko",74.56,8,6,30,2,4,73.96,1,442,5,10,Mike Dean,7,59.36,14,0,José Mourinho,9,16,0,36.11,1,18,12,64.94,Chelsea,10,1,12,1,4231,0,8,8,16,82.08,8,2,Manchester City,Manuel Pellegrini,12,4,12,6.23,0,48,7,1,4,1,62.95,Etihad Stadium,30,13,84.5,21-09-14,33,6.5,23,66.15,40.64,6,EPL
1031,1031,12,7,7,55.07,6.5,41.03,7,"Julian Speroni,Martin Kelly,Damien Delaney,Scott Dann,Joel Ward,Mile Jedinak,James McArthur,Jason Puncheon,Joe Ledley,Yannick Bolasie,Fraizer Campbell",4,5,50,8,20,6.41,3,5,1,26.03,11,1,9,69.23,7,9,5,0,1,53.33,"Tim Howard,John Stones,Sylvain Distin,Phil Jagielka,Leighton Baines,James McCarthy,Gareth Barry,Leon Osman,Christian Atsu,Romelu Lukaku,Samuel Eto'o",64.01,3,5,20,2,8,77.78,4,433,13,5,Michael Oliver,5,74.43,9,1,Neil Warnock,24,9,1,41.67,2,14,10,68,Crystal Palace,12,1,10,3,4231,0,3,5,17,83.85,3,1,Everton,Roberto Martinez,13,6,9,6.09,0,27,5,3,5,2,73.97,Goodison Park,20,5,83.96,21-09-14,29,6.42,17,73.15,25.57,10,EPL
1010,1010,15,16,19,78.02,6.52,53.12,8,"Tim Howard,Tony Hibbert,Phil Jagielka,John Stones,Leighton Baines,Muhamed Besic,James McCarthy,Gareth Barry,Romelu Lukaku,Steven Naismith,Kevin Mirallas",0,3,14.29,8,14,6.28,5,1,5,47.13,17,2,10,91.67,8,8,9,0,7,47.92,"Simon Mignolet,Javier Manquillo,Dejan Lovren,Martin Skrtel,Alberto Moreno,Steven Gerrard,Jordan Henderson,Lazar Markovic,Adam Lallana,Raheem Sterling,Mario Balotelli",73.09,5,6,14,6,9,69.44,2,4231,11,7,Martin Atkinson,2,48.64,8,0,Roberto Martinez,18,10,0,57.14,1,15,11,68.94,Everton,9,2,11,6,433,2,5,3,24,74.47,3,2,Liverpool,Brendan Rodgers,9,8,9,6.37,2,37,2,1,13,2,52.87,Anfield,18,10,80,27-09-14,31,6.58,22,76.44,51.36,11,EPL
1011,1011,12,7,10,70.17,6.17,30.77,4,"Adrián,Guy Demel,Winston Reid,James Tomkins,Aaron Cresswell,Alexandre Song,Diego Poyet,Diafra Sakho,Stewart Downing,Morgan Amalfitano,Enner Valencia",2,7,61.11,10,32,6.52,4,4,5,38.68,8,2,5,58.33,7,14,2,3,3,68.18,"David de Gea,Rafael,Marcos Rojo,Patrick McNair,Luke Shaw,Daley Blind,Ángel Di María,Ander Herrera,Wayne Rooney,Falcao,Robin van Persie",62.88,0,4,32,2,8,100,3,41212,6,8,Lee Mason,6,52,14,1,Sam Allardyce,11,5,2,0,2,14,8,56.25,West Ham United,6,4,8,2,4231,2,0,5,8,68.08,3,10,Manchester United,Louis Van Gaal,12,3,10,5.99,1,25,6,1,7,2,61.32,Old Trafford,15,12,80.05,27-09-14,18,6.7,12,80.95,48,13,EPL
1012,1012,15,6,11,62.7,6.3,51.19,6,"Robert Green,Mauricio Isla,Rio Ferdinand,Steven Caulker,Armand Traore,Matthew Phillips,Sandro,Leroy Fer,Eduardo Vargas,Niko Kranjcar,Charlie Austin",0,2,100,12,48,6.22,2,0,7,42.1,13,0,9,75,6,27,4,0,0,68.18,"Fraser Forster,Nathaniel Clyne,Toby Alderweireld,Jose Fonte,Ryan Bertrand,Morgan Schneiderlin,Victor Wanyama,Steven Davis,Dusan Tadic,Graziano Pellè,Sadio Mané",54.72,3,3,48,1,7,84.62,1,433,8,9,Mark Clattenburg,1,55.69,27,0,Harry Redknapp,11,9,0,50,2,4,8,62.5,QPR,9,1,8,3,4411,1,3,6,19,66.12,7,3,Southampton,Ronald Koeman,11,9,1,6.12,3,29,1,1,5,4,57.9,St. Mary's Stadium,18,15,62.23,27-09-14,21,6.56,12,72.22,44.31,10,EPL
1013,1013,13,8,11,75.18,6.42,62.5,7,"Lukasz Fabianski,Angel Rangel,Federico Fernández,Ashley Williams,Neil Taylor,Jonjo Shelvey,Ki Sung-yueng,Nathan Dyer,Gylfi Sigurdsson,Wayne Routledge,Bafétimbi Gomis",0,4,75,13,21,6.18,1,0,7,56.25,11,0,9,64.29,10,7,6,1,7,55.77,"Vito Mannone,Billy Jones,Santiago Vergini,John O'Shea,Patrick van Aanholt,Lee Cattermole,William Buckley,Sebastian Larsson,Jack Rodwell,Adam Johnson,Connor Wickham",84.79,4,4,21,3,7,72.73,4,4141,7,6,Chris Foy,3,52.87,7,0,Garry Monk,19,9,0,58.33,0,8,10,68.75,Swansea City,10,2,10,2,4231,0,4,8,15,70.8,5,1,Sunderland,Gus Poyet,15,3,4,6.22,2,25,3,0,4,2,43.75,Stadium of Light,14,14,65.89,27-09-14,28,6.32,18,69.05,47.13,7,EPL
1014,1014,4,9,5,62.3,6.2,100,2,"Brad Guzan,Alan Hutton,Philippe Senderos,Nathan Baker,Aly Cissokho,Fabian Delph,Tom Cleverley,Ashley Westwood,Andreas Weimann,Gabriel Agbonlahor,Kieran Richardson",1,4,50,11,31,6.39,1,1,5,42.4,15,0,10,68.75,9,21,3,1,5,50,"Thibaut Courtois,Branislav Ivanovic,Gary Cahill,John Terry,César Azpilicueta,Nemanja Matic,Cesc Fàbregas,Willian,Oscar,Eden Hazard,Diego Costa",58.35,2,3,31,1,5,50,2,4231,6,2,Phil Dowd,3,57.88,21,0,Paul Lambert,10,10,1,100,3,9,5,67.86,Aston Villa,5,0,5,3,433,0,2,3,17,86.42,4,2,Chelsea,José Mourinho,9,8,6,6.06,1,15,3,0,9,5,57.6,Stamford Bridge,10,11,84.57,27-09-14,15,6.67,10,37.5,42.12,7,EPL
1015,1015,11,8,8,64.2,6.34,54.76,7,"Kasper Schmeichel,Ritchie de Laet,Wes Morgan,Liam Moore,Paul Konchesky,Esteban Cambiasso,Dean Hammond,Daniel Drinkwater,Jamie Vardy,Leonardo Ulloa,David Nugent",1,4,43.75,14,51,6.25,1,4,10,54.67,16,1,10,70.83,6,26,4,3,3,44.44,"Julian Speroni,Martin Kelly,Damien Delaney,Scott Dann,Joel Ward,Mile Jedinak,James McArthur,Joe Ledley,Jason Puncheon,Fraizer Campbell,Yannick Bolasie",66.27,6,4,51,3,3,44.44,2,433,7,4,Keith Stroud,4,45.88,26,0,Nigel Pearson,17,10,0,91.67,2,14,9,70.83,Leicester City,8,0,9,3,433,0,6,4,16,58.25,7,6,Crystal Palace,Neil Warnock,9,6,10,6.28,1,26,4,0,7,1,45.33,Selhurst Park,18,17,54.96,27-09-14,29,6.66,21,64.17,54.12,7,EPL
